Pollinators of Apocynaceae Database,,,,,,,,,,
,,,,,,,,,,
Observations in the database,5061,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Clade number,Subfamily,Tribe,Subtribe,Species,Country,Pollinators/Flower visitors,Higher taxon,Code,Reference,Name used in original publication
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia robynsiana,Kenya,unidentified,Diptera: Chloropidae,2,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia robynsiana,Kenya,unidentified,Diptera: Chloropidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia robynsiana,Kenya,unidentified,Homoptera: Aphididae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia robynsiana,Kenya,unidentified,Diptera: Chloropidae,2,Masinde 2004,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia robynsiana,Kenya,unidentified,Diptera: Chloropidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia robynsiana,Kenya,unidentified,Diptera: Chloropidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia robynsiana,Kenya,unidentified,Diptera: Cecidomyiidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia robynsiana,Kenya,unknown,Diptera: Milichiidae,2,Masinde 2004,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia rollae ,India,unidentified,Diptera: Empididae,2,"Punekar 2015, Ollerton et al. 2017",
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia rollae ,India,unidentified,Diptera: Milichiidae,2,"Punekar 2015, Ollerton et al. 2017",
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia rollae ,India,unidentified,Diptera: Callophoridae,2,"Punekar 2015, Ollerton et al. 2017",
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia rollae ,India,unidentified,Diptera: Mycetophilidae,2,"Punekar 2015, Ollerton et al. 2017",
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia rupicola,Austria,Drosophila immigrans,Diptera: Drosophilidae,2A,Heiduk et al. 2017,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia rupicola,Austria,Drosophila melanogaster,Diptera: Drosophilidae,2A,Heiduk et al. 2017,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia sahyadrica,India,unidentified,Diptera: Anthomyiidae,2,"Punekar 2015, Ollerton et al. 2017",
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia sahyadrica,India,unidentified,Diptera: Cecidomyiidae,2,"Punekar 2015, Ollerton et al. 2017",
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia sahyadrica,India,unidentified,Diptera: Drosophilidae,2,"Punekar 2015, Ollerton et al. 2017",
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia sahyadrica,India,unidentified,Diptera: Empididae,2,"Punekar 2015, Ollerton et al. 2017",
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia sahyadrica,India,unidentified,Diptera: Milichiidae,2,"Punekar 2015, Ollerton et al. 2017",
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia sandersonii,Germany ,Desmometopa sordida,Diptera: Milichiidae,2A,Heiduk et al. 2016,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia sandersonii,Germany ,Desmometopa microps,Diptera: Milichiidae,2A,Heiduk et al. 2016,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia sandersonii,South Africa,Arcuator sp.,Diptera: Chloropidae,2,"Heiduk et al. 2016, Ollerton et al. 2017",
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia sandersonii,South Africa,unidentified,Diptera: Ceratopogonidae,3,Heiduk et al. 2016,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia sandersonii,South Africa,unidentified,Diptera: Cecidomyiidae,3,Heiduk et al. 2016,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia sandersonii,South Africa,unidentified,Diptera: Chironomidae,3,Heiduk et al. 2016,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia sandersonii,South Africa,unidentified,Diptera,3,Heiduk et al. 2016,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia sandersonii,South Africa,Trachysiphonella sp. nov. 1,Diptera: Chloropidae,3,Heiduk et al. 2016,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia sandersonii,South Africa,Desmometopa aff. nudigena,Diptera: Milichiidae,2,"Heiduk et al. 2016, Ollerton et al. 2017",
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia sandersonii,South Africa,Desmometopa inaurata,Diptera: Milichiidae,3,Heiduk et al. 2016,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia sandersonii,South Africa,Desmometopa m-nigrum,Diptera: Milichiidae,3,Heiduk et al. 2016,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia sandersonii,South Africa,Desmometopa sordida,Diptera: Milichiidae,3,Heiduk et al. 2016,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia sandersonii,South Africa,Leptometopa rufifrons,Diptera: Milichiidae,3,Heiduk et al. 2016,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia sandersonii,South Africa,Milichiella sp.,Diptera: Milichiidae,3,Heiduk et al. 2016,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia sandersonii,South Africa,Psacotes sp.,Diptera: Scatopsidae,3,Heiduk et al. 2016,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia sandersonii,South Africa,Desmometopa sp.2,Diptera: Milichiidae,3,Heiduk et al. 2016,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia sandersonii,South Africa,Desmometopa sp.3,Diptera: Milichiidae,3,Heiduk et al. 2016,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia santapaui  ,India,unidentified,Diptera: Cecidomyiidae,2,"Punekar 2015, Ollerton et al. 2017",
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia scabra,Madagascar,unidentified,Diptera: Chloropidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia scabra,Madagascar,unidentified,Diptera: Chloropidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia scabra,Madagascar,unidentified,Hymenoptera: Mymaridae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia sikkimensis (in ed.),India,unidentified,Diptera: Undetermined Acalypterae,2,"Punekar 2015, Ollerton et al. 2017",
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia sobolifera,Malawi,unidentified,Collembola: Entomobryidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia somalensis,Kenya,unidentified,Diptera: Chloropidae,2,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia sootepensis,Thailand,unidentified,Diptera: Milichiidae,3,Kidyoo unpublished,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia sp. nov.,Madagascar,unidentified,Diptera: Chloropidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia spiralis,India,unidentified,Diptera: Undetermined Acalypterae,2A,"Punekar 2015, Ollerton et al. 2017",
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia spiralis,India,unidentified,Diptera: Milichiidae,2A,"Punekar 2015, Ollerton et al. 2017",
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stapeliiformis,Europe,Conioscinella flavella,Diptera: Chloropidae,3A,Vogel 1961,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stapeliiformis,Europe,Madiza glabra,Diptera: Milichiidae,3A,Vogel 1961,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stapeliiformis,Europe,Tricimba humeralis,Diptera: Milichiidae,3A,Vogel 1961,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stapeliiformis,Europe,unidentified,Diptera,2A,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stapeliiformis var. serpentina,South Africa,Leptometopa latipes,Diptera: Milichiidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stapeliiformis var. serpentina,South Africa,Leptometopa nilssoni,Diptera: Milichiidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stapeliiformis var. serpentina,South Africa,Leptometopa nilssoni,Diptera: Milichiidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stapeliiformis var. serpentina,South Africa,Leptometopa latipes,Diptera: Milichiidae,3A,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stapeliiformis var. serpentina,South Africa,Leptometopa nilssoni,Diptera: Milichiidae,3A,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stapeliiformis var. serpentina,South Africa,Leptometopa sp. 1,Diptera: Milichiidae,3A,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stapeliiformis var. serpentina,South Africa,Leptometopa sp. 2,Diptera: Milichiidae,3A,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Germany,Coboldia fuscipes  ,Diptera: Scatopsidae,2A,Heiduk et al. 2017,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Germany,Swammerdamella brevicornis,Diptera: Scatopsidae,2A,Heiduk et al. 2017,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Kenya,Dasyhelea sp.,Diptera: Ceratopogonidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Kenya,unidentified,Diptera,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Malawi,Rhexoza nr. processa,Diptera: Scatopsidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Malawi,Rhexoza nr. processa,Diptera: Scatopsidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Tanzania,unidentified,Diptera: Sciaridae,2,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Tanzania,Dasyhelea sp.,Diptera: Ceratopogonidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Tanzania,Dasyhelea sp.,Diptera: Ceratopogonidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Tanzania,Dasyhelea sp.,Diptera: Ceratopogonidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Tanzania,unidentified,Collembola: Entomobryidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Tanzania,Neorhegmoclemina sp. 1,Diptera: Scatopsidae,3,Ollerton et al. 2017,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Tanzania,Neorhegmoclemina sp. nov. 2 aff. Chaetophora,Diptera: Scatopsidae,3,Heiduk et al. 2017,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Tanzania,Rhegmoclemina sp. ,Diptera: Scatopsidae,3,"Heiduk et al. 2017, Ollerton et al. 2017",
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Tanzania,Rhegmoclemina sp. nov. aff. edwardsi,Diptera: Scatopsidae,3,Heiduk et al. 2017,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Tanzania,Rhegmoclematini sp.,Diptera: Scatopsidae,3,Heiduk et al. 2017,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Tanzania,Swammerdamella sp. aff. rutosa,Diptera: Scatopsidae,3,"Heiduk et al. 2017, Ollerton et al. 2017",
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Tanzania,Swammerdamella sp. 1,Diptera: Scatopsidae,3,Ollerton et al. 2017,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Tanzania,Swammerdamella sp. sp. nov. 1,Diptera: Scatopsidae,3,"Heiduk et al. 2017, Ollerton et al. 2017",
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Tanzania,Thripomorpha sp. nov. 1 aff. Fragile,Diptera: Scatopsidae,3,Heiduk et al. 2017,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Tanzania,Thripomorpha sp. nov. 2,Diptera: Scatopsidae,3,Heiduk et al. 2017,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Tanzania,unidentified,Diptera: Cecidomyiidae,3,Heiduk et al. 2017,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Tanzania,Swammerdamella aff. sp. nov. 2,Diptera: Scatopsidae,3,Ollerton et al. 2017,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Zambia,Swamerdamella ? sp.,Diptera: Scatopsidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Zambia,Drapetis inquilina,Hybotidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Zambia,Desmometopa m-nigrum,Diptera: Milichiidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Zambia,Desmometopa inaurata,Diptera: Milichiidae,2,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Zambia,Swamerdamella,Diptera: Scatopsidae,2,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Zambia,Rhexoza nr. processa,Diptera: Scatopsidae,2,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Zambia,Rhexoza nr. processa,Diptera: Scatopsidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Zimbabwe,Rhexoza nr. processa,Diptera: Scatopsidae,2,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Zimbabwe,Brachypogon (Isohelea) sp.,Diptera: Ceratopogonidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenantha,Zimbabwe,unidentified,Diptera,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia stenoloba,Kenya,Leptometopa nilssoni,Diptera: Milichiidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia tihamana,Germany ,Conioscinella frontella,Diptera: Chloropidae,3A,Heiduk & Meve unpublished,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia tihamana,Saudi Arabia,unidentified,Diptera: Chloropidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia tihamana,Saudi Arabia,Leptometopa latipes,Diptera: Milichiidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia tihamana,Saudi Arabia,Leptometopa niveipennis,Diptera: Milichiidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia tihamana,Saudi Arabia,unidentified,Diptera: Chloropidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia tihamana,Saudi Arabia,Leptometopa latipes,Diptera: Milichiidae,2,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia tihamana,Saudi Arabia,unidentified,Diptera: Chloropidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia tihamana,Saudi Arabia,Desmometopa m-nigrum,Diptera: Milichiidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia tribounii,Thailand,unidentified sp. 1,Diptera: Milichiidae,3,Kidyoo unpublished,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia tribounii,Thailand,unidentified sp. 2,Diptera: Milichiidae,2,Kidyoo unpublished,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia tribounii,Thailand,unidentified sp. 3,Diptera: Chloropidae,2,Kidyoo unpublished,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia variegata,Saudi Arabia,Milichiella sp.,Diptera: Milichiidae ,2,Ollerton et al. 2017,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia variegata,Saudi Arabia,Milichiella sp.,Diptera: Milichiidae ,2,Ollerton et al. 2017,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia variegata,Saudi Arabia,Leptometopa rufifrons ,Diptera: Milichiidae ,3,Ollerton et al. 2017,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia variegata,Saudi Arabia,unidentified,Diptera: Chloropidae,3,Ollerton et al. 2017,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia variegata,Somaliland,unidentified,Diptera: Chloropidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia variegata,Yemen,unidentified,Diptera: Cecidomyiidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia variegata,Yemen,unidentified,Homoptera: Aphididae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia variegata,Yemen,Milichiella sp.,Diptera: Milichiidae ,3,Ollerton et al. 2017,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia variegata var. adelaidae,Kenya,unidentified,Diptera: Chloropidae,2,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia variegata var. adelaidae,Kenya,unidentified,Diptera: Drosophilidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia variegata var. adelaidae,Kenya,unidentified,Diptera: Chloropidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia variegata var. adelaidae,Kenya,unidentified,Diptera: Chloropidae,3,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia variegata var. adelaidae,Saudi Arabia,Desmometopa varipalpis,Diptera: Milichiidae,2,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia vincaefolia   ,India,unidentified,Diptera: Drosophilidae,2,"Punekar 2015, Ollerton et al. 2017",
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia vincaefolia   ,India,unidentified,Diptera: Milichiidae,2,"Punekar 2015, Ollerton et al. 2017",
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia vincaefolia   ,India,unidentified,Diptera: Mycetophilidae,2,Punekar 2015,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia wallichii,India,unidentified,Diptera: Drosophilidae,2,"Punekar 2015, Ollerton et al. 2017",
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia wallichii,India,unidentified,Diptera: Milichiidae,2,"Punekar 2015, Ollerton et al. 2017",
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia wayanadensis (in ed.),India,unidentified,Diptera: Milichiidae,2,"Punekar 2015, Ollerton et al. 2017",
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia woodii,Argentina,Unidentified,Diptera,3A,Keller - unpublished data,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia yorubana,Nigeria,unidentified,Diptera,2,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Ceropegia yorubana,Nigeria,unidentified,Diptera: Chloropidae,2,Ollerton et al. 2009,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Desmidorchis adenensis,Oman,unknown,Diptera,3,Jonkers 1990a,Caralluma rauhii
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Desmidorchis arabica,Oman,Lucilia sericata,Diptera: Calliphoridae,2,"Jonkers 1990a, 1993, 2010","Caralluma ""arabica"" ""ciliate form"""
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Desmidorchis arabica,Oman,Musca domestica,Diptera: Muscidae,2,"Jonkers 1990a, 1993, 2010","Caralluma ""arabica"" ""ciliate form"""
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Desmidorchis flava,Oman,unknown,Coleoptera: Dermestidae,3,Jonkers 1990a & Bruyns & Jonkers 1994,Caralluma flava
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Desmidorchis impostor ,Oman,Meoneura nitidiuscula,Diptera: Milichiidae,2,"Bruyns & Jonkers 1994, Jonkers 2010","Caralluma ""arabica"" ""small-flowered"""
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Duvalia polita,South Africa,Atherigona sp.,Diptera: Muscidae,3,Shuttleworth unpublished,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Duvalia polita,South Africa,unidentified,Diptera: Muscidae,3,Shuttleworth unpublished,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Duvalia pubescens,South Africa,Musca domestica curviforceps,Diptera: Muscidae,2,Meve & Liede 1994,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Duvalia pubescens,South Africa,Musca domestica domestica,Diptera: Muscidae,2,Meve & Liede 1994,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Duvalia pubescens,South Africa,Sarcophaga sp.,Diptera: Sarcophagidae,2,Meve & Liede 1994,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Duvalia pubescens,South Africa,unknown,Diptera: Tachinidae,3,Meve & Liede 1994,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Duvalia spp.,Europe,Calliphora sp.,Diptera: Calliphoridae,2A,Meve & Liede 1994,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Echidnopsis dammanniana,Europe,unknown,Diptera: Drosophilidae,2A,Meve & Liede 1994,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Hoodia gordonii,Europe,Musca domestica,Diptera: Muscidae,2A,Meve & Liede 1994,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Hoodia lugardii,Botswana,"""flies""",Diptera,3,Plowes 1989,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Hoodia spp.,South Africa,Calliphora sp.,Diptera: Calliphoridae,3,Bruyns 1993,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Hoodia spp.,South Africa,Musca domestica,Diptera: Muscidae,3,Bruyns 1993,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Hoodia triebneri,South Africa,unknown,Diptera,3,Plowes 1980,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Huernia keniensis,Argentina,Unidentified,Diptera,3A,Keller - unpublished data,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Huernia longituba,South Africa,Musca domestica,Diptera: Muscidae,2,Whittington 1989,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Huernia namaquensis,South Africa,Musca domestica,Diptera: Muscidae,2,Meve & Liede 1994,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Huernia schneideriana,Argentina,Unidentified,Diptera,3A,Keller - unpublished data,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Huernia sp.,Europe,Musca domestica,Diptera: Muscidae,3A,Berger 1910,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Huerniopsis atrosanguinea,Botswana,"""Moths""",Lepidoptera,3,Plowes 1989,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Huerniopsis decipiens,South Africa,Calliphora sp.,Diptera: Calliphoridae,2A,Meve & Liede 1994,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Huerniopsis decipiens,South Africa,Musca domestica,Diptera: Muscidae,3,Anonymous 1983,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Lavrania cactiformis,South Africa,Calliphora sp.,Diptera: Calliphoridae,2,Bruyns 1993,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Lavrania cactiformis,South Africa,Musca domestica,Diptera: Muscidae,2,Bruyns 1993,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Notechidnopsis tessellata,Europe,Desmometopa sp. (aff.),Diptera: Milichiidae,2A,Meve & Liede 1994,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Orbea baldratii,Ethiopia,unknown,Diptera,3,Bruce & Bally 1941,Pachycymbium baldratii
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Orbea dummeri,Europe,Musca domestica,Diptera: Muscidae,2A,Meve & Liede 1994,Pachycymbium dummeri
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Orbea dummeri,Europe,unknown,Diptera,3,Plowes 1980,Pachycymbium dummeri
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Orbea gemugofanum,Ethiopia,Calliphora croceipalpis,Diptera: Calliphoridae,1,Gilbert 1978,Caralluma gemugofana
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Orbea gilbertii,Ethiopia,Sarcophaga sp.,Diptera: Sarcophagidae,3,Gilbert 1978,Caralluma commutatum
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Orbea lutea,Europe,Calliphora sp.,Diptera: Calliphoridae,3A,Berger 1910,Orbeopsis lutea
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Orbea lutea,Europe,Calliphora sp.,Diptera: Calliphoridae,2A,Meve & Liede 1994,Orbeopsis lutea
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Orbea lutea,South Africa,Calliphora sp.,Diptera: Calliphoridae,3,Anonymous 1983,Orbeopsis lutea
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Orbea lutea,South Africa,Sarcophaga sp.,Diptera: Calliphoridae,3,Anonymous 1983,Orbeopsis lutea
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Orbea lutea subsp. lutea,Botswana,"""Flies""",Diptera,3,Plowes 1989,Orbeopsis lutea ssp. lutea
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Orbea lutea subsp. lutea,South Africa,Atherigona sp.,Diptera: Muscidae,1,Shuttleworth et al. 2017,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Orbea lutea subsp. lutea,South Africa,Musca domestica,Diptera: Muscidae,4,Shuttleworth et al. 2017,
5,Asclepiadoideae,Ceropegieae,Stapeliinae,Orbea lutea subsp. lutea,South Africa,Musca (Byomya) sp.,Diptera: Muscidae,4,Shuttleworth et al. 2017,
